"","codew","flux_umolm2sec","plot_code","sub_plot","plot_corner_code","collar_number","measurement_code","treatment_code_partitioning","disturbance_code_control","litter_code","replica","year","egm_measurement","recno","day","month","hour","min","co2ref_ppm_sec","InputD","time","InputF","atmp_mb","probe_type","quality_code","comments","collar_num","vwc_percent_in","vwc_percent_out","soil_temp_c_in","soil_temp_c_out","air_temp_c","ch_new","ch_fill","collar_diam","codew"
"540","10.2.26.8.2008","1.59558285989525","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2008,NA,27,26,8,9,43,494,19,124,0.14,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.125,12,"10.2.26.8.2008"
"541","10.2.26.8.2012","6.25503474280295","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,17,26,8,9,49,470,53,76,0.66,1001,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.125,12,"10.2.26.8.2012"
"542","10.2.26.9.2009","3.75058284035334","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,20,26,9,7,27,675,52,91,0.54,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,3.9,12,"10.2.26.9.2009"
"543","10.2.27.11.2005","4.7013547320221","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,22,27,11,10,28,477,52,100,0.49,987,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.6,12,"10.2.27.11.2005"
"544","10.2.27.2.2006","2.34442698014333","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,27,2,9,45,466,42,124,0.32,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"10.2.27.2.2006"
"545","10.2.27.2.2014","5.63693146944937","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,15,27,2,0,53,499,53,67,0.75,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"10.2.27.2.2014"
"546","10.2.27.3.2006","2.80565907899429","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,27,3,9,34,481,50,124,0.38,995,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"10.2.27.3.2006"
"547","10.2.27.4.2012","7.4202920151396","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,12,27,4,9,49,516,56,52,1.01,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.425,12,"10.2.27.4.2012"
"548","10.2.27.4.2016","6.77434540404132","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,17,27,4,8,59,500,50,76,0.61,990,8,"good","NaN",10,NA,26.1,NA,24.85,25.9,13.575,13.575,12,"10.2.27.4.2016"
"549","10.2.27.5.2006","3.12178497331966","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,27,5,8,41,635,47,124,0.35,994,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.7875,12,"10.2.27.5.2006"
"550","10.2.27.5.2009","5.6869396871641","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,15,27,5,9,46,447,51,67,0.72,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.7875,12,"10.2.27.5.2009"
"551","10.2.27.5.2011","2.94997410663796","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,27,27,5,8,10,514,40,124,0.3,998,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.7875,12,"10.2.27.5.2011"
"552","10.2.27.7.2005","1.71486116328513","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,27,27,7,10,11,422,28,124,0.21,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,3.775,12,"10.2.27.7.2005"
"553","10.2.27.7.2012","2.95905898976866","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,25,27,7,8,42,718,51,115,0.42,995,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,3.775,12,"10.2.27.7.2012"
"554","10.2.27.7.2016","5.0650487185123","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,20,27,7,9,38,477,51,91,0.53,994,8,"good","NaN",10,NA,8.65,NA,23.95,25.7,9.75,9.75,12,"10.2.27.7.2016"
"555","10.2.27.8.2006","3.28858185826579","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,31,27,8,8,39,621,52,120,0.41,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.125,12,"10.2.27.8.2006"
"556","10.2.28.1.2006","3.58294834009803","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2006,NA,27,28,1,9,12,580,47,124,0.36,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.325,12,"10.2.28.1.2006"
"557","10.2.28.1.2011","4.64845150709798","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,20,28,1,8,6,539,51,91,0.52,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.325,12,"10.2.28.1.2011"
"558","10.2.28.1.2016","4.40063165203545","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,34,28,1,2,44,533,50,72,0.67,994,8,"good","NaN",10,NA,28.65,NA,26.7,26.9,8.05,8.05,12,"10.2.28.1.2016"
"559","10.2.28.10.2014","8.04677452517438","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,12,28,10,8,41,500,53,52,0.95,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,7.725,12,"10.2.28.10.2014"
"560","10.2.28.11.2012","3.89471835257339","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,18,28,11,0,0,473,51,81,0.59,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.6,12,"10.2.28.11.2012"
"561","10.2.28.2.2012","6.45367992112109","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,14,28,2,12,47,474,55,62,0.84,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,2.85,12,"10.2.28.2.2012"
"562","10.2.28.3.2014","3.20071742437401","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,18,28,3,0,18,522,51,81,0.59,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,1.4,12,"10.2.28.3.2014"
"563","10.2.28.3.2016","5.57186348732194","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,14,28,3,9,38,486,51,62,0.78,995,8,"good","NaN",10,NA,24.2,NA,24.9,24.7,4.4,4.4,12,"10.2.28.3.2016"
"564","10.2.28.4.2005","3.07726170438512","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,27,28,4,10,23,423,47,124,0.36,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.425,12,"10.2.28.4.2005"
"565","10.2.28.4.2007","3.57387749624689","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,23,28,4,8,59,490,51,105,0.46,999,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.425,12,"10.2.28.4.2007"
"566","10.2.28.8.2016","5.71459697144492","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,14,28,8,9,11,548,52,62,0.79,991,8,"good","NaN",10,NA,14,NA,25.5,27.8,4.3,4.3,12,"10.2.28.8.2016"
"567","10.2.28.9.2016","6.18821467406334","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,13,28,9,8,50,555,50,57,0.83,996,8,"good","NaN",10,NA,23,NA,25,28.2,3.8,3.8,12,"10.2.28.9.2016"
"568","10.2.29.1.2012","3.03630516434289","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2012,NA,27,29,1,10,28,508,34,124,0.25,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.325,12,"10.2.29.1.2012"
"569","10.2.29.10.2016","6.39147431332367","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,38,29,10,8,32,521,36,48,0.71,995,8,"good","NaN",10,NA,17.25,NA,24.25,28.5,6.7,6.7,12,"10.2.29.10.2016"
"570","10.2.29.5.2013","2.55536334187226","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2013,NA,27,29,5,7,55,520,42,124,0.32,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.7875,12,"10.2.29.5.2013"
"571","10.2.29.6.2016","3.07181131932825","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2016,61,24,29,6,10,14,457,46,105,0.42,996,8,"good","NaN",10,NA,15,NA,21,21.2,3,3,12,"10.2.29.6.2016"
"572","10.2.29.8.2005","4.41878435519832","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,22,29,8,10,8,502,50,100,0.46,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.125,12,"10.2.29.8.2005"
"573","10.2.30.11.2011","13.2619026841603","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2011,NA,7,30,11,11,19,533,52,28,1.72,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.6,12,"10.2.30.11.2011"
"574","10.2.30.5.2007","3.69485734799344","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,22,30,5,9,34,426,51,100,0.48,1000,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.7875,12,"10.2.30.5.2007"
"575","10.2.30.8.2007","2.48201778205927","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2007,NA,27,30,8,10,16,435,38,124,0.29,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.125,12,"10.2.30.8.2007"
"576","10.2.30.9.2005","2.97220759228808","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2005,NA,27,30,9,7,49,680,51,124,0.38,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,3.9,12,"10.2.30.9.2005"
"577","10.2.30.9.2015","4.85674908872269","TAM-05",10,"NaN",10,"TOTAL","NaN","NaN","normal",2,2015,61,14,30,9,8,59,577,54,62,0.83,989,8,"good","NaN",10,NA,29,NA,27,30.5,3.5,3.5,12,"10.2.30.9.2015"
"578","10.2.31.7.2009","2.80613644901204","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2009,NA,25,31,7,8,27,570,50,115,0.41,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,3.775,12,"10.2.31.7.2009"
"579","10.2.4.5.2014","4.76488803597234","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,2,2014,NA,20,4,5,9,49,485,52,91,0.54,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,6.7875,12,"10.2.4.5.2014"
"580","10.3.1.3.2009","3.56946787070352","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,25,1,3,16,46,540,52,115,0.42,985,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.1.3.2009"
"581","10.3.1.8.2007","2.94715824377607","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,27,1,8,10,38,483,42,124,0.32,994,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.1.8.2007"
"582","10.3.13.12.2005","5.03991732533068","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,17,13,12,10,59,496,50,76,0.61,987,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.13.12.2005"
"583","10.3.17.12.2007","4.46224663670321","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,16,17,12,12,24,474,51,72,0.66,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.17.12.2007"
"584","10.3.17.12.2009","6.83519329777173","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,12,17,12,9,12,461,51,52,0.91,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.17.12.2009"
"585","10.3.18.12.2006","4.40739509997297","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,22,18,12,7,55,492,50,100,0.47,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.18.12.2006"
"586","10.3.19.12.2008","5.0450236245458","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,17,19,12,10,2,493,51,76,0.63,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.19.12.2008"
"587","10.3.2.10.2006","4.31591971777235","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,21,2,10,8,40,615,50,96,0.49,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.2.10.2006"
"588","10.3.20.11.2007","5.06034252219118","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,15,20,11,10,27,456,52,67,0.74,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.20.11.2007"
"589","10.3.22.11.2008","3.59121082220019","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,25,22,11,9,44,490,50,115,0.41,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.22.11.2008"
"590","10.3.22.2.2008","3.26803149768149","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,24,22,2,10,50,459,50,110,0.43,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.22.2.2008"
"591","10.3.22.3.2008","3.75065913317578","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,19,22,3,11,45,458,51,86,0.55,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.22.3.2008"
"592","10.3.22.6.2007","4.58446837920722","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,17,22,6,9,24,601,51,76,0.63,994,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.22.6.2007"
"593","10.3.22.9.2008","2.78902768743664","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,27,22,9,10,55,449,37,124,0.28,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.22.9.2008"
"594","10.3.23.1.2008","3.25485395131987","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,27,23,1,11,20,445,50,124,0.37,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.23.1.2008"
"595","10.3.23.10.2007","3.59845847269909","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,23,23,10,10,6,452,52,105,0.47,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.23.10.2007"
"596","10.3.23.2.2010","4.23131013671583","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2010,NA,17,23,2,8,56,508,52,76,0.63,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.23.2.2010"
"597","10.3.23.6.2006","3.68763152790754","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,26,23,6,8,42,546,51,120,0.4,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.23.6.2006"
"598","10.3.23.7.2006","2.28992811899033","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,27,23,7,9,45,635,33,124,0.25,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.23.7.2006"
"599","10.3.24.1.2007","8.96896749237687","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,10,24,1,9,0,570,55,43,1.2,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.24.1.2007"
"600","10.3.24.11.2006","4.24415824441841","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,23,24,11,8,21,488,50,105,0.45,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.24.11.2006"
"601","10.3.24.11.2009","5.85873711237577","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,15,24,11,8,27,537,52,67,0.73,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.24.11.2009"
"602","10.3.24.4.2006","3.76202476691268","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,22,24,4,9,14,695,50,100,0.47,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.24.4.2006"
"603","10.3.24.6.2009","4.26128905468852","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,17,24,6,9,56,532,51,76,0.64,995,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.24.6.2009"
"604","10.3.24.7.2008","3.43835128440542","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,22,24,7,9,55,517,50,100,0.47,994,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.24.7.2008"
"605","10.3.24.9.2007","2.9530881396388","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,27,24,9,11,18,460,47,124,0.36,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.24.9.2007"
"606","10.3.25.1.2009","3.97609999735098","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,21,25,1,10,11,497,50,96,0.49,988,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.1.2009"
"607","10.3.25.1.2010","7.01210185767647","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2010,NA,13,25,1,9,33,510,53,57,0.88,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.1.2010"
"608","10.3.25.10.2009","6.1967411765513","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,14,25,10,9,10,474,50,62,0.76,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.10.2009"
"609","10.3.25.2.2007","3.60932994844742","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,22,25,2,10,1,479,50,100,0.47,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.2.2007"
"610","10.3.25.3.2007","4.08915735533987","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,24,25,3,9,57,526,52,110,0.45,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.3.2007"
"611","10.3.25.4.2008","3.10462992279742","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,24,25,4,9,15,470,50,110,0.43,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.4.2008"
"612","10.3.25.6.2005","2.95012319170744","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,27,25,6,8,39,601,43,124,0.33,995,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.6.2005"
"613","10.3.25.6.2008","1.97267869033435","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,27,25,6,10,21,415,25,124,0.19,998,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.6.2008"
"614","10.3.25.8.2009","4.25700635212099","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,19,25,8,8,7,523,51,86,0.56,994,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.25.8.2009"
"615","10.3.26.10.2005","5.7132899444094","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,18,26,10,9,38,509,54,81,0.62,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.26.10.2005"
"616","10.3.26.10.2006","5.55565354605854","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,19,26,10,9,22,495,51,86,0.56,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.26.10.2006"
"617","10.3.26.10.2008","3.75823622233371","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,20,26,10,9,59,449,50,91,0.52,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.26.10.2008"
"618","10.3.26.3.2009","3.35006546740369","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,21,26,3,10,16,507,50,96,0.49,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.26.3.2009"
"619","10.3.26.4.2009","3.76960185607061","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,22,26,4,9,43,520,50,100,0.47,995,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.26.4.2009"
"620","10.3.26.5.2008","3.59483464744964","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,24,26,5,10,12,483,51,91,0.53,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.26.5.2008"
"621","10.3.26.8.2008","1.63566294213595","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2008,NA,37,26,8,9,47,442,25,124,0.19,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.26.8.2008"
"622","10.3.27.11.2005","4.8773393470942","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,20,27,11,10,30,490,52,91,0.54,987,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.27.11.2005"
"623","10.3.27.2.2006","3.9176845333093","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,25,27,2,9,48,457,51,115,0.41,991,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.27.2.2006"
"624","10.3.27.3.2006","3.44181039032534","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,27,27,3,9,38,504,45,124,0.34,995,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.27.3.2006"
"625","10.3.27.5.2006","2.61969621668984","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,27,27,5,8,45,637,44,124,0.33,994,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.27.5.2006"
"626","10.3.27.5.2009","5.23412141483503","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,15,27,5,9,47,460,50,67,0.7,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.27.5.2009"
"627","10.3.27.7.2005","2.62496723523449","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,27,27,7,10,15,444,42,124,0.32,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.27.7.2005"
"628","10.3.27.8.2006","2.77782677302927","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,27,27,8,8,42,615,47,124,0.36,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.27.8.2006"
"629","10.3.28.1.2006","3.76202476691268","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2006,NA,24,28,1,9,16,508,51,110,0.43,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.28.1.2006"
"630","10.3.28.4.2005","3.11714859184096","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,27,28,4,10,26,421,50,124,0.38,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.28.4.2005"
"631","10.3.28.4.2007","2.79742837324218","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,27,28,4,9,2,457,48,124,0.36,999,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.28.4.2007"
"632","10.3.29.8.2005","3.66541688014906","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,26,29,8,10,11,498,52,120,0.41,990,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.29.8.2005"
"633","10.3.30.5.2007","2.96494793136426","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,27,30,5,9,37,432,50,124,0.38,1000,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.30.5.2007"
"634","10.3.30.8.2007","2.28992811899033","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2007,NA,27,30,8,10,19,425,38,124,0.29,993,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.30.8.2007"
"635","10.3.30.9.2005","3.43143307256557","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2005,NA,24,30,9,7,52,699,52,110,0.44,992,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.30.9.2005"
"636","10.3.31.7.2009","2.88597250010155","TAM-05",10,NA,NA,"TOTAL",NA,NA,NA,3,2009,NA,26,31,7,8,29,570,50,120,0.39,996,8,NA,NA,10,NA,NA,NA,NA,25.4508076923077,NA,4.65,12,"10.3.31.7.2009"
"637","11.1.1.3.2009","2.46785556641471","TAM-05",11,NA,NA,"TOTAL",NA,NA,NA,1,2009,NA,27,1,3,17,37,456,50,120,0.39,985,8,NA,NA,11,NA,NA,NA,NA,25.4508076923077,NA,0.75,12,"11.1.1.3.2009"
"638","11.1.1.8.2007","3.12548385632937","TAM-05",11,NA,NA,"TOTAL",NA,NA,NA,1,2007,NA,25,1,8,10,42,482,51,115,0.42,994,8,NA,NA,11,NA,NA,NA,NA,25.4508076923077,NA,3.05,12,"11.1.1.8.2007"
"639","11.1.12.12.2011","8.19269335690682","TAM-05",11,NA,NA,"TOTAL",NA,NA,NA,1,2011,NA,8,12,12,10,52,462,51,33,1.45,987,8,NA,NA,11,NA,NA,NA,NA,25.4508076923077,NA,0.4,12,"11.1.12.12.2011"
"640","11.1.12.4.2015","4.41186737831332","TAM-05",11,"NaN",11,"TOTAL","NaN","NaN","normal",1,2015,70,18,12,4,10,33,461,50,81,0.58,992,8,"good","NaN",11,NA,21.3,NA,24.7,26.3,4.8,4.8,12,"11.1.12.4.2015"
"641","11.1.13.12.2005","3.44491981341349","TAM-05",11,NA,NA,"TOTAL",NA,NA,NA,1,2005,NA,19,13,12,11,50,480,52,86,0.57,985,8,NA,NA,11,NA,NA,NA,NA,25.4508076923077,NA,0.4,12,"11.1.13.12.2005"
